Series Name,Series Code,Country Name,Country Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.61699677,73.0490036,72.8710022,72.64499664,73.27400208,74.04100037,74.12200165,73.71499634,73.65100098,73.48699951,73.9509964,74.21199799,74.29799652,74.61299896,74.47299957,75.48200226,75.84100342,76.22100067,76.51499939,76.36100006,76.43399811,76.6289978,76.38700104,76.375,76.32099915,76.98300171,76.99199677,77.48300171
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.66000366,68.19799805,69.17700195,69.5039978,70.88200378,71.54599762,71.07099915,70.75800323,71.06500244,71.28600311,71.1309967,70.54699707,71.76000214,71.84400177,69.67099762,71.3010025,71.93199921,73.04499817,73.60199738,74.17199707,74.41799927,74.76799774,75.31999969,75.64199829,75.42099762,75.5059967,76.19200134,76.34500122
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.35700226,64.58300018,65.57499695,66.60099792,67.44599915,67.95600128,68.06900024,68.02600098,67.85500336,67.74099731,67.75700378,67.7990036,67.86599731,67.94000244,67.99900055,68.03800201,68.07499695,68.1190033,68.19200134,68.31099701,68.48300171,68.69000244,68.96199799,69.29299927,69.90899658,70.30699921,71.19499969,71.70300293
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.25299835,76.23999786,77.21499634,78.15200043,78.97599792,79.14399719,79.2440033,79.25800323,79.27300262,79.31999969,79.34500122,79.5739975,79.80200195,79.90299988,79.97599792,80.08699799,80.21800232,80.34999847,80.41699982,80.44499969,80.5719986,80.60199738,80.7440033,80.8769989,81.01200104,81.10900116,81.25499725,81.46399689
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.47000122,66.05599976,66.18499756,66.44599915,66.79599762,67.15699768,66.90100098,66.70800018,66.7009964,66.9469986,67.42500305,67.4240036,67.64700317,68.2480011,69.10299683,70.05899811,70.42700195,71.05999756,71.86499786,72.72399902,73.51699829,72.72599792,72.84400177,72.90399933,72.99099731,73.08499908,73.33899689,73.8690033
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.5890007,57.61000061,57.6609993,57.74399948,57.86000061,58.00799942,58.03099823,58.0929985,58.17900085,58.27299881,58.36100006,58.38299942,58.42200089,58.4659996,58.50400162,58.53499985,58.43999863,58.40499878,58.36999893,58.3370018,58.30599976,58.31200027,58.32600021,58.3429985,58.35699844,58.36100006,58.36199951,61.07099915
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.41200256,76.7539978,77.85199738,78.82700348,79.63300323,80.59799957,80.11699677,80.15599823,80.02300262,79.86699677,79.71600342,79.65899658,79.6210022,79.58200073,80.30899811,80.12200165,79.88500214,79.60099792,79.28500366,78.96499634,78.62599945,78.65799713,77.66000366,78.23600006,76.68199921,77.22899628,77.85900116,77.72799683
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.01999664,69.03600311,69.13400269,69.29000092,69.49099731,69.68099976,69.7519989,69.71099854,69.70200348,69.77200317,70.27100372,70.86499786,71.51499939,72.17299652,72.77500153,73.28600311,73.68800354,74.03700256,74.36299896,74.70500183,75.07700348,75.50499725,75.95999908,76.41799927,76.83899689,77.19100189,77.48300171,77.45300293
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.81000137,60.08200073,60.52700043,60.81000137,61.71300125,62.16799927,62.27099991,62.63999939,63.20800018,64.56099701,65.22100067,63.5379982,63.93299866,64.04499817,65.06600189,66.65899658,66.53800201,67.20999908,67.19999695,66.93900299,67.64900208,66.6230011,66.79199982,67.43900299,67.71700287,67.6780014,67.73000336,68.05899811
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.77799988,60.93899918,61.09999847,61.14599991,61.06100082,61.30699921,61.51399994,61.88899994,62.31200027,62.80699921,63.36700058,63.89199829,64.4509964,65.01599884,65.56099701,66.06300354,66.84799957,67.58100128,68.28399658,68.97499847,69.66600037,70.4260025,71.19999695,70.47599792,69.73200226,68.95800018,69.07299805,69.26200104
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.45999908,73.48799896,73.50700378,73.57900238,73.62200165,73.63600159,73.59899902,73.52600098,73.41899872,73.27899933,73.10600281,72.90499878,72.6740036,72.73500061,72.7440033,72.70500183,72.61399841,72.47899628,72.30799866,72.11199951,71.89900208,71.71800232,71.7539978,71.78500366,71.82099915,71.8789978,71.94100189,72.00299835
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.64099884,68.11100006,67.66699982,67.27799988,66.88999939,66.49099731,66.51899719,66.59500122,66.73999786,66.9940033,67.38200378,68.19499969,69.1309967,70.12000275,71.09400177,71.99500275,72.50499725,72.95800018,73.35299683,73.7009964,71.65699768,69.64399719,67.4940033,67.96399689,66.01599884,68.79299927,68.95800018,69.09899902
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.11499786,70.42099762,70.45700073,70.69000244,70.95400238,71.22100067,71.46600342,71.76100159,71.82700348,71.87999725,71.91300201,72.40100098,72.88500214,73.36599731,73.83599854,74.28900146,74.73899841,73.0059967,73.72799683,73.94400024,73.98300171,73.93900299,70.95899963,71.09500122,73.28399658,68.88899994,72.60700226,69.48300171
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.60400009,56.66699982,56.66899872,56.62200165,56.5530014,56.46699905,56.46500015,56.47999954,56.5,56.52999878,56.58499908,56.71300125,56.88000107,57.04899979,57.18000031,57.38999939,57.3219986,57.20399857,57.06900024,56.89599991,56.76399994,56.63600159,56.4659996,56.31999969,56.17599869,56.23899841,56.50899887,57.07899857
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.20999908,62.23099899,62.26200104,62.29899979,62.34500122,62.39799881,62.35599899,62.31999969,62.36500168,61.27799988,60.12400055,60.88399887,61.70399857,62.55899811,63.41500092,64.2480011,65.09600067,65.04299927,64.99299622,64.9489975,61.93299866,66.34999847,70.07499695,73.2519989,73.46600342,73.73899841,73.96099854,74.2009964
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65.38999939,65.80000305,66.20300293,66.59700012,66.98000336,67.35199738,65.90299988,66.63600159,66.86499786,67.5,67.76699829,68.0530014,68.90799713,69.03399658,69.93499756,70.69100189,70.28299713,70.16200256,70.23100281,70.63999939,69.66100311,68.67099762,69.53800201,69.58599854,69.48899841,69.8219986,69.76499939,70.19200134
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.05200195,67.11399841,67.36799622,67.68599701,68.0739975,68.51699829,68.66999817,68.90599823,69.24900055,69.66699982,70.10199738,69.98000336,69.68800354,69.55000305,69.56099701,69.65399933,69.44599915,69.27100372,69.18699646,69.1989975,69.26000214,69.29499817,69.26200104,69.19300079,69.1289978,69.09400177,69.0759964,69.06700134
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.63300323,68.81700134,68.98899841,68.17299652,67.31700134,66.43199921,65.57800293,64.6969986,63.74300003,62.64799881,61.37900162,63.7859993,63.15000153,61.81200027,63.01800156,62.40499878,64.88200378,66.72299957,68.31700134,67.56800079,66.72399902,65.98600006,67.06600189,68.3730011,69.02300262,69.39800262,68.8010025,71.47899628
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.09999847,85.09999847,84.51899719,83.91200256,83.28299713,82.6309967,81.96900177,81.28700256,80.58599854,79.87000275,79.14099884,78.41000366,77.66600037,76.90599823,76.12999725,75.33499908,74.53299713,73.8690033,73.16500092,72.41699982,71.62400055,70.79799652,69.9240036,68.99900055,68.02100372,68.0510025,68.08200073,68.10500336
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91.54199982,91.10900116,90.58999634,89.98699951,89.31099701,88.56700134,87.85199738,87.06400299,86.19400024,85.47899628,84.71800232,84.10600281,83.52200317,82.97599792,82.47499847,82.02100372,81.58300018,81.17199707,80.78900146,80.44100189,80.13500214,79.8010025,79.5059967,79.23400116,78.96199799,79.27500153,79.55699921,79.81900024
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.12400055,64.65200043,65.18900299,65.70999908,66.18800354,66.60399628,66.92299652,67.16400146,67.34100342,67.48300171,67.61499786,67.85299683,68.08699799,68.3219986,68.5719986,68.84999847,69.33699799,69.83899689,70.31900024,70.7440033,71.09999847,71.36799622,71.60900116,71.83200073,72.05500031,72.28900146,72.50900269,72.75299835
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.79299927,82.96099854,83.2559967,83.62599945,83.69999695,83.5739975,83.28299713,83.14600372,82.82499695,82.54499817,81.16100311,85.76999664,85.04699707,84.0739975,82.6760025,83.51499939,84.35099792,85.1289978,85.85299683,86.54199982,87.20500183,86.33399963,85.4240036,84.5019989,83.57700348,82.63800049,82.6309967,82.63700104
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.6740036,83.66799927,83.64700317,83.6230011,83.55000305,83.45200348,83.36199951,83.2440033,83.10900116,82.96800232,82.83300018,82.73899841,82.64900208,82.56800079,82.49299622,82.44799805,82.46800232,82.48400116,80.70500183,78.81099701,76.81199646,76.91600037,77.01999664,77.11399841,77.18599701,77.23400116,77.27799988,77.2990036
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76.72299957,76.27799988,75.39399719,75.15599823,74.97100067,74.70800018,74.60299683,74.89800262,75.26499939,75.86000061,76.19000244,76.35900116,77.4240036,78.19599915,78.16600037,77.76999664,77.7480011,78.3219986,78.44799805,78.01399994,77.89600372,77.82700348,77.81600189,78.02200317,77.74199677,77.94400024,78.08999634,78.45600128
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.99299622,73.94000244,73.91100311,73.86599731,73.81199646,73.75499725,73.71499634,73.63999939,73.56900024,73.5059967,73.47299957,73.43800354,73.39600372,73.37999725,73.33200073,73.30999756,73.35299683,73.3809967,73.39600372,73.38500214,73.33699799,73.40000153,73.38800049,73.45899963,73.31600189,73.10900116,73.0019989,72.875
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.64399719,72.57800293,72.51000214,72.52300262,72.45300293,72.41699982,72.40000153,72.37000275,72.33399963,72.3219986,72.31099701,72.27300262,72.23699951,72.17700195,72.0530014,71.96399689,71.94999695,71.91500092,71.86799622,71.80999756,71.71399689,71.68800354,71.6210022,71.55999756,71.49099731,71.44000244,71.4469986,71.43199921
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.97100067,69.15499878,69.35500336,69.60600281,69.95899963,69.98100281,69.93499756,70.09899902,70.43900299,70.81500244,70.89399719,70.9940033,71.22200012,71.2539978,71.0739975,71.28299713,71.40299988,71.43699646,71.36299896,71.28500366,71.23100281,70.73600006,70.76399994,70.91300201,71.24299622,71.48600006,71.64800262,71.78099823
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Chile,CHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.73600006,59.15999985,59.72299957,60.08300018,60.36600113,60.81000137,61.20500183,61.58300018,61.71900177,61.83200073,61.2159996,60.50699997,60.16799927,60.76699829,61.66699982,62.34700012,63.16699982,63.99499893,65.77799988,65.79499817,66.30899811,67.50499725,67.56600189,67.71600342,67.98699951,68.18800354,68.11399841,68.51799774
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84.26799774,84.20200348,84.16100311,84.125,84.06199646,83.94499969,83.78399658,83.56500244,83.27799988,82.91300201,82.47100067,81.78600311,81,80.16899872,79.38700104,78.71499634,78.15899658,77.72399902,77.36799622,77.02200317,76.64399719,76.56500244,76.52500153,76.47000122,76.43000031,76.38500214,76.33599854,76.33999634
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.73300171,69.90200043,70.1740036,70.25499725,70.55200195,70.84600067,70.98000336,71.23500061,71.33599854,71.1230011,71.4489975,71.62400055,71.71800232,72.36199951,70.98400116,70.35600281,69.51499939,68.66799927,69.21600342,71.93399811,72.83300018,73.61199951,74.66799927,74.39900208,74.55899811,75.05799866,74.7460022,74.49700165
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.22000122,42.34500122,42.30199814,42.32099915,42.43399811,42.42200089,42.44800186,42.40200043,42.38899994,42.3769989,42.27600098,42.27299881,42.28699875,42.32300186,42.38800049,42.47000122,42.56600189,42.71300125,42.88700104,43.06100082,43.24499893,43.42200089,43.60699844,43.79499817,44.00600052,44.23199844,44.42499924,44.61800003
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71.75,71.85199738,71.96199799,72.08399963,72.12000275,72.09999847,72.12999725,72.16400146,72.15200043,72.15200043,72.17199707,72.20200348,72.19799805,72.1780014,72.15000153,72.12200165,71.10199738,70.05699921,68.98799896,67.90000153,66.79199982,65.65899658,64.50299835,64.48799896,64.45400238,64.41699982,64.40200043,64.35099792
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.90000153,68.80799866,68.71900177,68.6760025,68.69999695,68.68599701,68.67500305,68.74299622,68.81500244,68.97000122,69.06800079,69.18499756,69.30699921,69.47499847,69.64199829,69.79199982,69.94400024,70.17700195,70.36100006,70.51799774,70.63999939,70.77100372,70.83200073,70.83799744,70.77200317,70.70400238,70.66400146,70.54399872
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.4129982,61.22800064,60.62599945,61.375,61.89300156,62.86500168,60.95500183,63.12200165,64.83000183,64.3010025,63.28699875,65.69400024,65.27700043,65.61699677,64.49299622,66.81500244,66.54100037,67.58899689,67.28700256,67.02200317,66.4489975,65.36399841,69.07800293,68.7559967,68.68099976,67.63400269,65.34300232,66.33000183
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.70600128,67.59200287,67.46399689,67.33100128,67.20500183,67.05599976,66.93900299,66.86199951,66.78199768,66.375,65.97299957,65.5719986,65.15599823,64.72100067,64.26499939,63.79000092,63.32600021,62.84999847,62.35900116,61.84899902,61.32400131,60.79600143,60.26399994,59.73400116,59.21900177,58.72700119,58.2519989,58.24900055
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65.61499786,65.45500183,65.28299713,65.09899902,64.90100098,64.69100189,64.58399963,64.5039978,64.4489975,64.41600037,64.40200043,64.38899994,63.46900177,63.71300125,65.21099854,65.20999908,64.6230011,65.53099823,65.56500244,65.45899963,65.06099701,64.19000244,63.9129982,63.73300171,66.17199707,67.01899719,65.71099854,66.65799713
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.30599976,56.72900009,57.21300125,57.69800186,58.13899994,58.47700119,58.71300125,58.79100037,58.8429985,58.80699921,58.86999893,58.91899872,59.01800156,59.11600113,59.22700119,60.18899918,61.05799866,62.38499832,63.14400101,64.54499817,64.31700134,64.29599762,64.10500336,64.01799774,63.94200134,63.87599945,63.81999969,63.83100128
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Cyprus,CYP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.48100281,67.85399628,67.70899963,67.81600189,68.18499756,67.8809967,68.14600372,68.42299652,68.15200043,68.19499969,68.49500275,69.92199707,69.8010025,70.7990036,71.51100159,71.04299927,71.54100037,71.88500214,71.52799988,71.80000305,72.35900116,71.79100037,71.84799957,72.14600372,73.21700287,72.79199982,72.22799683,72.79599762
