Series Name,Series Code,Country Name,Country Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28669.49548,28194.29299,27969.37191,28813.10351,29644.63933,30411.70117,31178.93687,32055.02118,33174.49984,34461.67809,35392.58953,35592.78701,36567.93785,37197.97616,38260.38737,38968.6137,39470.99955,40733.13588,41385.39261,41326.39471,41529.78444,41965.35842,42847.77219,43218.26099,43672.13037,44053.73118,44605.64968,44888.01999
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31341.90238,32098.49154,32411.80246,32314.97087,32964.10161,33791.80147,34539.08559,35222.25938,36443.70926,37666.41162,38844.40471,39186.337,39638.02687,39816.77412,40652.8107,41282.87999,42498.00733,43939.42529,44441.78853,42656.85416,43336.19785,44452.73275,44551.61757,44301.10403,44246.89327,44253.75425,44670.65457,45493.04535
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8789.71453,8593.740529,6551.538525,4962.174643,3931.127241,3427.551085,3437.222676,3601.669127,3924.410643,4177.989708,4603.769866,5020.494928,5453.530244,5964.878379,6460.055025,8182.311814,10882.23467,13499.26835,14618.81542,15660.00236,16215.8472,15754.15236,15888.67487,16600.87997,16853.56847,16828.99016,16131.97213,15929.39963
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31005.63649,29164.39832,27519.30268,27090.76606,27459.91038,28218.5423,29017.43301,29267.49067,30306.2847,32088.7825,32972.94064,33328.02453,33668.4425,32662.02672,32354.69962,32838.9943,33037.61677,32884.12884,31531.87163,29703.42492,29706.90851,29503.70807,30079.20306,29663.34536,29342.53862,29366.0597,28585.35513,28705.2785
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35113.33294,37997.01577,39506.25431,43499.33256,42334.76076,42896.86644,43504.66196,43624.0861,44315.60367,44562.61983,44942.57189,43887.32286,43147.61376,43187.66557,43355.51463,43202.00103,42672.90253,42754.27056,42216.21681,40715.56557,40570.60108,40168.29077,40968.96674,42692.59943,43847.90905,43926.60212,43731.76559,43320.44036
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1325.592071,1340.26166,1382.000373,1416.074705,1440.012252,1481.790551,1516.162581,1551.135707,1597.897478,1639.030699,1692.422118,1745.120844,1779.331888,1831.677221,1896.763311,1990.953597,2095.369783,2215.925221,2322.426362,2412.501702,2518.434178,2650.729933,2791.172098,2924.992099,3067.032884,3231.695237,3424.01066,3634.316954
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14122.90484,13520.05499,12528.78765,12634.38584,13062.12201,13273.18848,13743.10764,14333.47083,14806.17385,14793.18173,15391.37863,14971.15639,15040.09364,15314.48623,15476.07084,16030.77157,16869.04072,17091.32732,17036.22021,16291.99146,16275.77517,16333.19912,16337.9562,16305.17971,16277.83997,16396.29201,16697.77076,16839.00058
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8366.632185,8262.17851,7452.92486,6871.033193,6074.240988,5460.138412,5631.806278,6300.497992,6862.29738,7125.522957,7574.404998,7973.113507,8428.863245,9085.886216,10195.51082,11230.33143,12429.23521,13560.22849,14995.07763,15058.60445,16260.59268,17166.69564,17472.32493,17644.85441,17933.34272,17219.12065,16763.03611,17193.42414
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30647.82576,31093.86556,31441.98181,31018.14406,31920.56074,32613.41253,33068.39712,34212.48173,34813.85524,35971.85194,37188.63945,37361.71791,37856.86017,37990.64819,39201.5252,39802.96753,40532.26826,41623.43788,41619.3301,40355.56471,41085.9175,41284.15101,41125.24116,41013.99211,41344.63628,41820.82683,42214.02461,42781.05782
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5115.843479,5595.635272,6167.309469,6444.969017,6325.291001,6203.53947,6094.802941,6085.38722,6075.463343,6367.027007,6953.700926,7080.643972,7235.652168,7703.683239,7855.36167,7850.719796,7998.221614,7878.522935,7926.208709,7780.765108,7849.2257,7830.225867,7875.139493,7764.991164,7877.369836,7976.89948,7769.262532,7726.380697
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1462.677421,1473.862526,1465.570579,1497.74264,1476.539343,1515.06774,1531.642807,1571.169061,1585.785066,1621.900868,1666.467464,1703.01513,1728.696879,1734.6953,1757.902979,1735.97415,1752.957526,1805.622141,1841.187388,1831.881418,1818.778461,1820.889304,1855.936331,1934.622615,2001.052,1987.14192,2009.661019,2069.28528
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40553.25852,39322.10918,39584.32986,40557.22016,40518.40782,41999.25946,42816.96324,44514.10942,45911.6865,47199.84145,51140.23684,54245.14964,53096.92549,54549.80116,55452.63888,56017.19162,58784.59329,60117.45991,60675.98209,57151.91913,56395.0078,54984.51039,52137.30037,50669.31477,..,..,..,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2353.610673,2327.227587,2434.829091,2492.145596,2618.981531,2789.968358,2908.002351,3007.377004,3113.738475,3283.766911,3433.362625,3637.365852,3946.648274,4169.129593,4339.1015,4577.052025,4826.046468,5627.24821,5836.436383,6163.403237,6814.294281,7269.343133,7547.825638,7615.588686,7954.380855,8380.123518,8943.849139,9246.676763
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3702.601744,3816.100617,3797.969198,3877.841254,3975.149612,4076.204224,4168.167083,4287.481071,4414.51527,4347.289872,4370.979392,4360.6767,4385.958641,4422.421266,4524.069812,4640.556163,4778.721394,4911.633098,5126.199627,5210.742221,5337.325628,5524.717798,5715.524848,6008.592584,6239.548296,6444.375115,6620.438018,6798.929349
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1475.949717,1832.991135,3523.037502,4770.528444,5517.289938,6032.383854,6350.894354,6622.678492,6966.492327,7239.786776,7677.287206,8347.23916,8799.214285,9320.989898,9849.102572,9600.238648,9763.587785,9976.479662,10048.75934,10466.07505,10770.16362,11273.52912,11776.13697,12274.60832
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8501.719639,8863.303623,8872.779184,8812.983989,8910.14121,9308.625587,9618.518674,10177.90712,9993.413907,10725.1017,10718.16509,10543.91351,10987.29066,11298.32906,11399.44431,11696.60151,12420.62024,13165.03113,13693.8663,12400.88894,13235.16427,13838.60282,14284.11858,15727.18706,16175.23945,15659.89681,16037.21448,16165.33839
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10341.6588,10314.92952,10092.9675,10389.40474,10766.28922,11062.2949,11128.27666,11327.54078,11193.38118,11080.42433,11403.06706,11404.59162,11599.55019,11585.29011,12106.28954,12351.60018,12701.73767,13333.61161,13874.21083,13724.09965,14619.51108,15061.95663,15214.76548,15535.62791,15480.86805,14807.22055,14200.31667,14236.01775
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84693.33697,84900.19823,86445.68675,84311.31347,84627.92782,86138.62538,86433.80701,83159.54389,80833.08799,81495.88323,82068.29762,82616.93753,84146.06064,84993.82456,83963.23807,82977.11116,85421.55909,84480.77701,81869.17608,79485.00158,80556.18072,82502.9353,82149.9098,79323.43745,76448.59333,75073.93657,72369.52337,72523.836
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9296.942006,8596.50399,8057.394547,8001.700746,8174.886258,8446.239261,8549.738325,8508.287921,9109.059981,8390.065112,8833.436874,9350.775793,10123.35941,10729.99999,11507.04178,12419.91513,13374.90299,14463.16739,15442.1348,14984.58994,15283.27471,15676.13334,15772.07928,15938.93362,16324.33748,16999.1064,17792.67814,18606.21392
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,844.3421676,896.5984778,874.8064446,880.8914925,868.4635323,893.2406808,964.5869206,997.3647514,1040.667438,1086.616198,1075.395337,1114.202253,1129.740538,1183.09488,1200.417062,1266.361537,1305.924971,1338.838375,1393.697088,1392.200286,1423.377706,1472.715841,1521.45154,1562.299949,1582.330098,1596.334581,1642.475034,1696.234138
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1027.39666,1054.315509,1042.367169,958.3624093,905.8902826,821.8725981,747.0060628,727.6815941,754.4297479,737.0908256,717.9730215,716.2635945,728.1859798,697.9292456,708.8337203,692.5698189,706.7467009,707.4886958,717.7927118,721.0631403,733.7277228,739.219255,748.0755206,760.6990696,768.4698369,715.5498861,689.0148917,670.7770725
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1676.190288,1659.077947,1791.253217,1892.470928,2193.453862,2441.123933,2654.547445,2886.021745,3182.290709,3472.604736,3896.960628,3915.15868,4053.36763,4157.148025,4513.967435,4759.132611,5071.856825,5768.86952,6078.546806,5929.443775,5943.350347,6102.412164,6090.553798,6061.312057,6021.628363,6007.21829,6214.080234,6387.095706
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1637.613192,1031.661425,1097.842473,1127.996867,1140.412447,1162.733164,1278.937317,1384.627309,1457.733213,1525.076139,1626.681252,1765.999799,1968.823385,2147.819424,2332.169411,2451.69087,2417.293669,2522.314788,2658.062552,2806.325646,2963.479119,3123.559819,3290.146542,3466.78569,3653.641495
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3003.858817,2804.273161,2638.73305,2360.572742,2343.861017,2359.386291,2396.925243,2456.616243,2501.08261,2541.318577,2563.539872,2605.817386,2645.045524,2692.877548,2799.099397,2779.31605,2798.059471,2855.835357,2875.278789,2858.722761,2876.429105,2914.237667,2964.55354,3040.971152,3134.080704,3223.58273,3284.863824,3312.899677
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31355.053,30321.87084,30234.9189,30700.1752,31730.60832,32249.36217,32430.66299,33484.1374,34501.90457,35988.80364,37501.70075,37760.18978,38478.65423,38820.11884,39646.94989,40532.17967,41181.84338,41629.22063,41595.78858,39919.30366,40697.58166,41569.44962,41845.18106,42370.19372,43149.57642,43124.2111,43110.70121,43871.40235
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82533.67488,80925.03431,78096.10936,75646.33967,74530.26061,73932.54221,72620.16015,75206.81982,76373.32141,76467.86202,73992.34433,66820.14542,63457.03699,62861.18158,62468.55971,62239.5275,62929.87453,63794.33788,64881.36647,65995.80985
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,982.659793,952.8631518,867.3265415,845.4048673,861.6909708,898.6119418,840.3512652,862.9256768,881.8932817,892.4508857,850.533326,869.0302946,881.486666,816.9232666,848.6890324,839.7483783,862.7885946,885.3551412,887.6085579,949.5513252,982.3933255,1016.218552,1063.297485,678.3499044,676.6758214,702.9853244,730.9368726,753.8248792
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1109.247517,1166.023387,1219.766078,995.6920244,1061.510027,1039.516943,1027.246238,1048.795781,1083.223108,1037.956758,991.6264635,1066.097013,1112.868552,1228.394514,1580.648456,1788.144995,1737.694089,1734.67502,1729.19609,1743.42598,1914.735848,1852.938156,1950.654221,1993.894341,2062.345069,2052.223615,1864.302188,1753.771876
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Chile,CHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8969.838012,9511.785755,10400.86869,10907.19169,11276.80383,12100.9451,12741.20326,13503.53033,13907.37119,13681.01488,14241.15495,14546.79711,14837.8229,15283.82269,16216.56984,16970.10533,17852.6274,18529.30257,18978.85998,18485.13502,19363.2203,20342.57092,21219.17655,21862.44138,22013.85111,22257.31205,22331.22608,22296.837
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1521.963868,1640.874263,1851.315492,2083.952315,2329.474589,2556.60486,2781.130626,3006.918054,3211.623211,3428.063172,3689.967255,3968.773863,4302.226871,4704.5868,5149.601901,5702.800579,6392.373888,7264.060036,7924.644365,8626.532479,9498.079744,10355.49571,11115.11068,11919.6071,12725.0891,13534.84624,14368.6308,15253.99307
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7729.001824,7730.563649,7888.053462,8154.446086,8467.483367,8745.973889,8768.105825,8913.238213,8814.366099,8306.289337,8413.221844,8421.362454,8501.425686,8704.944678,9040.15407,9338.730446,9844.154536,10389.29628,10602.24542,10611.33852,10956.94585,11650.19949,11996.21652,12430.64715,12887.59928,13114.57363,13207.46827,13186.20683
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2580.500555,2370.551682,2498.64974,2500.284242,2301.732357,2319.027785,2227.080463,2255.327186,2224.719775,2209.807403,2388.511995,2384.738095,2381.945354,2374.794373,2363.575734,2373.420815,2378.692957,2340.94004,2376.756482,2394.43982,2426.182496,2465.324918,2483.409924,2533.443798,2525.726109,2494.27416,2490.648623,2500.569443
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1386.933242,1224.289222,1053.895778,877.1295342,812.8269134,792.4655213,762.6922945,702.2780399,675.1168817,631.2338741,572.8126446,545.4660472,545.2958481,558.3153505,577.4832972,593.7037173,605.4880925,622.743609,640.07981,636.8757432,659.7958842,682.007332,706.3672026,741.1738882,784.8726559,811.8927181,804.5229778,807.7529051
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5323.022707,5302.991392,5293.66806,5098.630882,4685.897806,4737.325999,4801.764448,4636.17907,4671.98983,4421.350677,4620.989479,4661.773633,4739.208483,4642.373384,4662.077867,4867.922658,5002.51681,4757.000316,4852.602412,5046.583527,5323.428728,5353.804296,5415.113717,5465.038445,5694.862421,5702.182976,5403.536008,5103.142821
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7744.434687,7715.469019,8208.576867,8566.768947,8727.234571,8864.721889,8759.925546,9032.106378,9445.173878,9611.589182,9786.223773,9947.796329,10107.75176,10378.12804,10671.59176,10928.58488,11557.98951,12333.95623,12738.26129,12453.86196,12908.8322,13302.92828,13777.7572,13929.60838,14259.04652,14617.14867,15077.4901,15430.30863
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3285.588941,3170.602503,3051.758908,2940.491802,2864.251321,2968.016191,3095.960786,3113.038123,3170.407545,3132.638498,2989.14672,2922.033952,2810.189031,2714.011379,2690.738762,2679.787386,2662.330254,2650.485963,2657.672981,2682.036638,2673.013083,2495.495125,2696.191639,2864.048627,3038.844827,3225.188859,3395.088932,3564.595846
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12753.57709,13689.15427,14670.25592,14952.58134,14876.83386,15591.11829,16762.08693,17632.27688,18611.06788,19334.21287,20102.86927,21076.48182,22194.93953,22649.62122,21020.20515,20757.62447,20758.55732,20343.0619,20299.48238,20364.50231,21025.93342,21922.00395,22834.94479
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29245.26465,30124.94645,30207.57749,29676.32202,29229.59251,28686.37819,28416.45038,28548.91965,28808.81348,28469.76307,28134.88179,27907.86602,27638.76017,27110.18763,26442.682,26168.76667,25637.31042,25110.91477
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Cyprus,CYP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22471.85809,22059.5573,23499.56879,23099.4586,23961.57684,25523.71801,25433.75031,25738.0087,26978.00835,28011.15372,29368.06122,30201.55539,30968.99073,31397.47876,32537.46323,33628.68932,34631.25885,35630.05078,36013.61919,34353.16324,33913.29515,33192.3369,31749.56156,29977.91369,29912.19003,30673.30252,32002.23422,33047.54579
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Czech Republic,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20023.13599,17739.9967,17632.09962,17624.68478,18130.89102,19270.69939,20107.85346,20009.83181,19962.96129,20269.69866,21193.90171,21892.48253,22297.22475,23107.20388,24233.59699,25781.20471,27473.62712,28844.06719,29373.10923,27803.58716,28352.9494,28797.41796,28527.13873,28379.74612,29119.61661,30605.42052,31295.25952,32570.78118
